
*** ChampSim Multicore Out-of-Order Simulator ***

Warmup Instructions: 1000000
Simulation Instructions: 10000000
Number of CPUs: 4
LLC sets: 32768
LLC ways: 16
Off-chip DRAM Size: 4096 MB Channels: 1 Width: 64-bit Data Rate: 3200 MT/s

CPU 0 runs dpc3_traces/401.bzip2-38B.champsimtrace.xz
CPU 1 runs dpc3_traces/403.gcc-16B.champsimtrace.xz
CPU 2 runs dpc3_traces/450.soplex-92B.champsimtrace.xz
CPU 3 runs dpc3_traces/482.sphinx3-1522B.champsimtrace.xz
CPU 0 Bimodal branch predictor
CPU 1 Bimodal branch predictor
CPU 2 Bimodal branch predictor
CPU 3 Bimodal branch predictor

Warmup complete CPU 0 instructions: 1368669 cycles: 477254 (Simulation time: 0 hr 0 min 5 sec) 
Warmup complete CPU 1 instructions: 1000001 cycles: 477254 (Simulation time: 0 hr 0 min 5 sec) 
Warmup complete CPU 2 instructions: 1277248 cycles: 477253 (Simulation time: 0 hr 0 min 5 sec) 
Warmup complete CPU 3 instructions: 1319041 cycles: 477253 (Simulation time: 0 hr 0 min 5 sec) 

Heartbeat CPU 1 instructions: 10000002 cycles: 8285053 heartbeat IPC: 1.20699 cumulative IPC: 1.15269 (Simulation time: 0 hr 0 min 31 sec) 
Finished CPU 1 instructions: 10000001 cycles: 8634059 cumulative IPC: 1.1582 (Simulation time: 0 hr 0 min 34 sec) 
Heartbeat CPU 0 instructions: 10000001 cycles: 10280851 heartbeat IPC: 0.972682 cumulative IPC: 0.880425 (Simulation time: 0 hr 0 min 38 sec) 
Heartbeat CPU 3 instructions: 10000003 cycles: 10710784 heartbeat IPC: 0.933639 cumulative IPC: 0.848286 (Simulation time: 0 hr 0 min 40 sec) 
Finished CPU 3 instructions: 10000003 cycles: 11215552 cumulative IPC: 0.891619 (Simulation time: 0 hr 0 min 44 sec) 
Finished CPU 0 instructions: 10000000 cycles: 11516164 cumulative IPC: 0.868345 (Simulation time: 0 hr 0 min 45 sec) 
Heartbeat CPU 1 instructions: 20000001 cycles: 16699501 heartbeat IPC: 1.18843 cumulative IPC: 1.17123 (Simulation time: 0 hr 1 min 4 sec) 
Heartbeat CPU 3 instructions: 20000000 cycles: 18656427 heartbeat IPC: 1.25855 cumulative IPC: 1.0276 (Simulation time: 0 hr 1 min 12 sec) 
Heartbeat CPU 2 instructions: 10000000 cycles: 19408956 heartbeat IPC: 0.515226 cumulative IPC: 0.460748 (Simulation time: 0 hr 1 min 16 sec) 
Finished CPU 2 instructions: 10000000 cycles: 21018716 cumulative IPC: 0.475766 (Simulation time: 0 hr 1 min 25 sec) 

ChampSim completed all CPUs

Total Simulation Statistics (not including warmup)

CPU 0 cumulative IPC: 0.833984 instructions: 17529277 cycles: 21018715
L1D TOTAL     ACCESS:    5128681  HIT:    4832519  MISS:     296162
L1D LOAD      ACCESS:    2879149  HIT:    2588728  MISS:     290421
L1D RFO       ACCESS:    2249532  HIT:    2243791  MISS:       5741
L1D PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L1D WRITEBACK ACCESS:          0  HIT:          0  MISS:          0
L1I TOTAL     ACCESS:    3275261  HIT:    3275160  MISS:        101
L1I LOAD      ACCESS:    3275261  HIT:    3275160  MISS:        101
L1I RFO       ACCESS:          0  HIT:          0  MISS:          0
L1I PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L1I WRITEBACK ACCESS:          0  HIT:          0  MISS:          0
L2C TOTAL     ACCESS:     302698  HIT:     232227  MISS:      70471
L2C LOAD      ACCESS:     290522  HIT:     225806  MISS:      64716
L2C RFO       ACCESS:       5741  HIT:         10  MISS:       5731
L2C PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L2C WRITEBACK ACCESS:       6435  HIT:       6411  MISS:         24
LLC TOTAL     ACCESS:      76310  HIT:      46633  MISS:      29677
LLC LOAD      ACCESS:      64716  HIT:      40240  MISS:      24476
LLC RFO       ACCESS:       5731  HIT:        530  MISS:       5201
LLC PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
LLC WRITEBACK ACCESS:       5863  HIT:       5863  MISS:          0

CPU 1 cumulative IPC: 1.17915 instructions: 24784152 cycles: 21018715
L1D TOTAL     ACCESS:    1702423  HIT:     461725  MISS:    1240698
L1D LOAD      ACCESS:     186100  HIT:     171160  MISS:      14940
L1D RFO       ACCESS:    1516323  HIT:     290565  MISS:    1225758
L1D PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L1D WRITEBACK ACCESS:          0  HIT:          0  MISS:          0
L1I TOTAL     ACCESS:    4720909  HIT:    4719658  MISS:       1251
L1I LOAD      ACCESS:    4720909  HIT:    4719658  MISS:       1251
L1I RFO       ACCESS:          0  HIT:          0  MISS:          0
L1I PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L1I WRITEBACK ACCESS:          0  HIT:          0  MISS:          0
L2C TOTAL     ACCESS:    2471823  HIT:    1571389  MISS:     900434
L2C LOAD      ACCESS:      16191  HIT:       2677  MISS:      13514
L2C RFO       ACCESS:    1225758  HIT:     338838  MISS:     886920
L2C PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
L2C WRITEBACK ACCESS:    1229874  HIT:    1229874  MISS:          0
LLC TOTAL     ACCESS:    1790709  HIT:    1787104  MISS:       3605
LLC LOAD      ACCESS:      13514  HIT:      10274  MISS:       3240
LLC RFO       ACCESS:     886921  HIT:     886556  MISS:        365
LLC PREFETCH  ACCESS:          0  HIT:          0  MISS:          0
LLC WRITEBACK ACCESS:     890274  HIT:     890274  MISS:          0

CPU 2 cumulative IPC: 0.475766 instructions: 10000000 cycles: 21018716
